10	29:8	44:16	85:17	108:8	237:19	309:29	637:1	723:2	1254:0	1262:0
10	13:3	65:24	87:44	132:13	371:29	628:20	692:2	796:27	917:0	925:0
10	23:9	40:9	102:43	128:3	316:29	436:24	563:26	619:22	900:0	908:0
10	31:30	67:21	78:16	92:35	315:30	494:5	602:19	733:24	877:0	885:0
10	8:33	60:32	74:20	110:31	221:6	438:42	601:36	768:8	1039:0	1047:0
10	33:34	58:43	117:33	121:20	206:17	458:34	561:13	639:11	1007:0	1015:0
10	10:26	38:22	71:4	126:34	131:20	246:5	450:44	804:41	1072:0	1080:0
10	13:27	40:30	108:35	123:35	278:44	464:28	619:1	736:21	1089:0	1097:0
10	8:22	49:22	60:42	135:9	444:32	536:21	626:41	677:30	1263:0	1271:0
10	25:31	69:21	72:17	94:35	317:30	488:6	604:19	735:24	879:0	887:0
10	12:27	47:29	107:35	122:35	277:44	471:27	618:1	743:20	1088:0	1096:0
10	15:1	38:6	81:0	124:4	157:34	495:42	592:2	713:40	1166:0	1174:0
10	19:30	34:13	86:7	100:28	345:34	520:13	602:5	707:4	1086:0	1094:0
10	27:5	36:22	103:14	117:25	385:31	576:20	626:26	782:21	1387:0	1395:0
10	17:29	60:30	73:20	150:42	276:22	335:11	635:34	796:39	1142:0	1150:0
10	3:6	57:11	92:43	110:26	146:37	244:32	496:27	529:8	1300:0	1308:0
10	2:17	70:33	118:36	138:28	169:25	373:32	401:34	568:32	945:0	953:0
10	23:15	39:23	75:36	143:4	440:8	644:10	695:36	777:12	1312:0	1320:0
10	31:2	51:6	89:10	123:19	215:4	482:24	521:35	638:18	1321:0	1329:0
10	12:25	47:8	101:19	126:31	322:9	446:44	666:27	731:11	1366:0	1374:0
10	26:15	44:31	110:0	137:18	166:25	392:6	655:3	796:2	1066:0	1074:0
10	1:24	19:19	107:19	124:26	152:7	168:43	348:27	579:2	894:0	902:0
10	10:34	49:24	73:3	148:36	163:8	402:35	620:12	754:0	1243:0	1251:0
10	27:2	43:21	58:4	112:13	294:4	474:33	636:4	807:9	1232:0	1240:0
10	31:5	32:23	99:15	113:26	389:31	580:20	630:26	778:22	1391:0	1399:0
10	19:24	48:18	69:33	114:41	144:23	215:39	410:6	597:13	1276:0	1284:0
10	9:8	34:34	64:13	117:25	159:25	187:14	505:26	751:22	1135:0	1143:0
10	30:1	39:17	84:14	102:8	141:32	190:35	420:23	534:40	977:0	985:0
10	6:41	42:42	104:2	139:32	264:2	332:26	630:12	728:10	1105:0	1113:0
10	11:4	55:3	94:31	143:28	183:0	328:22	577:27	609:41	1226:0	1234:0
10	9:11	61:32	71:32	99:10	230:11	389:3	639:44	756:2	862:0	870:0
10	29:3	51:43	82:29	153:25	270:7	448:25	563:40	610:8	1187:0	1195:0
10	18:16	34:24	78:36	138:5	443:8	647:10	690:37	780:12	1315:0	1323:0
10	4:22	58:10	91:30	152:7	280:14	374:38	618:14	765:29	1329:0	1337:0
10	30:42	59:39	87:44	136:42	171:30	410:43	623:18	818:32	1370:0	1378:0
10	27:35	45:12	100:19	127:28	504:33	644:0	714:17	825:14	1028:0	1036:0
10	16:39	32:26	72:20	131:33	145:35	270:41	505:40	721:2	1339:0	1347:0
10	10:36	41:3	61:30	132:6	157:43	210:40	358:15	555:8	1052:0	1060:0
10	12:36	43:3	63:30	134:6	159:43	212:40	352:16	557:8	1054:0	1062:0
10	8:27	36:23	69:5	124:35	129:21	244:6	448:0	802:42	1078:0	1086:0
10	6:23	68:3	72:5	125:31	233:24	338:6	558:20	614:13	1376:0	1384:0
10	3:11	48:11	67:2	119:38	145:38	417:23	719:4	810:5	1352:0	1360:0
10	30:15	71:24	100:11	121:37	263:39	283:22	360:33	540:32	962:0	970:0
10	38:0	66:35	82:20	129:38	249:24	295:0	669:9	740:11	1020:0	1028:0
10	0:23	49:10	81:19	137:23	353:39	637:29	702:20	829:6	885:0	893:0
10	13:11	19:30	110:32	113:43	157:10	487:11	680:42	820:42	838:0	846:0
10	28:8	43:16	84:17	107:8	236:19	308:29	636:1	722:2	1253:0	1261:0
10	18:8	54:33	100:12	156:27	254:32	339:10	573:34	674:24	1290:0	1298:0
10	4:6	58:11	93:43	111:26	147:37	245:32	497:27	530:8	1301:0	1309:0
10	0:15	33:33	65:7	121:4	478:37	589:18	621:22	677:30	1043:0	1051:0
10	7:33	42:39	78:13	106:32	157:39	409:38	690:2	804:11	975:0	983:0
10	41:37	72:18	91:28	151:15	184:36	395:14	628:35	822:38	1009:0	1017:0
10	12:41	54:23	94:7	133:26	238:22	516:26	588:0	647:33	991:0	999:0
10	17:38	53:35	102:30	148:26	288:21	491:25	550:33	657:5	927:0	935:0
10	13:7	38:33	68:12	113:25	155:25	191:13	509:25	747:22	1131:0	1139:0
10	6:14	39:32	71:6	127:3	476:37	587:18	619:22	675:30	1041:0	1049:0
10	11:36	42:3	62:30	133:6	158:43	211:40	359:15	556:8	1053:0	1061:0
10	36:0	64:35	80:20	135:37	255:23	293:0	667:9	738:11	1018:0	1026:0
10	2:33	45:38	73:13	109:31	152:39	412:37	693:1	807:10	970:0	978:0
10	28:35	46:12	101:19	120:29	505:33	645:0	715:17	826:14	1029:0	1037:0
10	17:16	33:24	77:36	137:5	442:8	646:10	689:37	779:12	1314:0	1322:0
10	14:40	48:23	88:7	135:25	232:22	518:25	590:44	641:33	985:0	993:0
10	26:16	67:25	96:12	125:37	259:40	287:22	364:33	536:33	966:0	974:0
10	21:37	49:35	98:30	144:26	292:20	495:24	546:33	661:4	923:0	931:0
10	18:34	63:5	75:40	115:22	367:4	586:6	655:11	714:14	1115:0	1123:0
10	30:3	52:43	83:29	154:25	271:7	449:25	564:40	611:8	1188:0	1196:0
10	13:40	55:22	95:6	134:25	239:21	517:25	589:44	640:33	984:0	992:0
10	23:18	44:12	89:19	120:30	192:13	416:39	624:3	755:18	1179:0	1187:0
10	16:29	59:30	72:20	149:42	275:22	334:11	634:34	795:39	1141:0	1149:0
10	28:15	69:24	98:11	127:36	261:39	281:22	366:32	538:32	960:0	968:0
10	5:33	40:39	76:13	104:32	155:39	415:37	688:2	802:11	973:0	981:0
10	20:9	45:8	99:43	133:2	313:29	433:24	560:26	616:22	897:0	905:0
10	15:32	59:32	73:20	109:31	220:6	437:42	600:36	775:7	1038:0	1046:0
10	1:17	69:33	117:36	137:28	168:25	372:32	400:34	575:31	944:0	952:0
10	18:19	47:12	92:19	123:30	195:13	419:39	627:3	758:18	1182:0	1190:0
10	37:0	65:35	81:20	128:38	248:24	294:0	668:9	739:11	1019:0	1027:0
10	44:37	75:18	94:28	146:16	187:36	398:14	631:35	817:39	1012:0	1020:0
10	2:2	30:38	68:14	104:29	144:2	323:20	709:25	761:3	998:0	1006:0
10	0:6	62:10	89:43	107:26	151:36	241:32	501:26	534:7	1297:0	1305:0
10	5:41	41:42	111:1	138:32	271:1	331:26	629:12	735:9	1104:0	1112:0
10	26:5	35:22	102:14	116:25	384:31	583:19	625:26	781:21	1386:0	1394:0
10	14:1	37:6	80:0	123:4	156:34	494:42	599:1	712:40	1165:0	1173:0
10	20:39	36:26	76:20	135:33	149:35	266:42	509:40	725:2	1343:0	1351:0
10	19:42	56:20	97:17	108:4	148:34	449:30	518:27	700:15	943:0	951:0
10	6:22	60:10	93:30	154:7	282:14	368:39	620:14	767:29	1331:0	1339:0
10	13:4	49:4	88:32	137:29	177:1	330:22	579:27	611:41	1228:0	1236:0
10	29:30	65:21	76:16	90:35	313:30	492:5	600:19	731:24	875:0	883:0
10	21:34	58:6	78:40	118:22	362:5	589:6	650:12	717:14	1118:0	1126:0
